Node,X,Y,Z,Magnitude,Theta,Radius,Alpha
79.0,-3.46320367,-0.30696624500000025,-2.3085632593231993e-16,0.0,95.06525996895243,3.4767812608029955,
80.0,-2.49545884,-0.4579978590000002,-1.808470646425329e-16,0.0,100.39989907737979,2.5371395036502684,
81.0,-1.59123135,-0.5520907640000001,-1.3124062832259193e-16,0.0,109.13463654094807,1.6842866207735923,
82.0,-0.235012665,-0.17877057200000002,-2.533691583664403e-17,0.0,127.25969809558475,0.29527930866149327,
83.0,0.54200691,-0.24089540499999998,1.843776203923461e-17,0.0,246.0372069234085,0.5931290640643587,
84.0,1.67844784,-0.3171379269999999,8.33561913801506e-17,0.0,259.3002664701357,1.708146251449952,
85.0,2.93438697,-0.5459665059999997,1.4624857381278179e-16,0.0,259.4601737341225,2.984745603125939,
86.0,3.72172713,-0.5664981009999998,1.9320205654708308e-16,0.0,261.3452265180618,3.7645946566150577,
87.0,4.53895044,-0.6286357049999997,2.39437721193824e-16,0.0,262.1148090787981,4.582276066146282,
88.0,5.60473442,-0.5072604419999996,3.1213025954473127e-16,0.0,264.82849476965987,5.627642585910264,
89.0,6.63966322,-0.6814099549999996,3.6483778947457587e-16,0.0,264.14040962506976,6.6745372275382415,
90.0,7.75628376,-0.6163784859999996,4.3719310700097023e-16,0.0,265.45635191068413,7.780736482084674,
91.0,8.8537178,-0.6855312589999994,5.00157175113707e-16,0.0,265.5724999671645,8.880218014728184,
92.0,9.69973564,-0.2815685569999994,5.766964086015457e-16,0.0,268.3372576912648,9.703821532683774,
93.0,11.3929634,-0.3685884769999993,6.750482731026149e-16,0.0,268.14699653370445,11.398924181654895,
94.0,12.2221136,-0.4091356399999993,7.233362823556115e-16,0.0,268.08273789867303,12.228959596924964,
95.0,13.1072226,-0.4223177129999992,7.767264083676584e-16,0.0,268.1545553017584,13.114024421841844,
96.0,14.0334311,-0.46908310099999917,8.305767679748078e-16,0.0,268.08553740728547,14.041268724516705,
97.0,14.0337229,0.46881255500000085,8.880241812243377e-16,0.0,271.91331948342935,14.041551326178674,
98.0,12.6500101,0.4269101020000008,8.007304234042329e-16,0.0,271.93287335092333,12.657211689992849,
99.0,11.7754669,0.7773584720000006,7.686388706037742e-16,0.0,273.77690565701255,11.801097699239074,
100.0,11.0819283,0.5047162770000007,7.094773597040544e-16,0.0,272.6076818034507,11.093415766417918,
101.0,10.3203754,0.5022387500000006,6.626939888602176e-16,0.0,272.78608822963565,10.332588841085602,
102.0,9.0310564,0.34599098600000056,5.741785533358979e-16,0.0,272.19399947119035,9.037681642012748,
103.0,7.5464673,0.42374509600000043,4.880347549642978e-16,0.0,273.21386628768636,7.5583548882249065,
104.0,6.8924551,0.47903862600000047,4.513738098240348e-16,0.0,273.97577126922897,6.9090820888679545,
105.0,4.6183176,0.6524859070000003,3.227436321891097e-16,0.0,278.04164810158665,4.6641821698239205,
106.0,3.86775661,0.8137876990000003,2.866619126541679e-16,0.0,281.8818937474623,3.9524412219845098,
107.0,2.59978127,0.5069404240000001,1.902318389199371e-16,0.0,281.03384969054446,2.6487452209165214,
108.0,1.70745015,0.5593264700000001,1.3880003660325283e-16,0.0,288.1377594716415,1.7967281694173116,
109.0,0.47911700600000007,0.836483359,8.055728879771698e-17,0.0,330.1969843208572,0.9639800388609336,
110.0,-1.44356811,0.6022863979999998,-5.1513647789100266e-17,0.0,67.35309578437443,1.564173198026608,
111.0,-2.35211825,0.44161912799999986,-1.1698433172655646e-16,0.0,79.36629783933347,2.393217022377733,
112.0,-3.68453526,0.7317186589999998,-1.808078699441909e-16,0.0,78.76766664624165,3.7564893555169334,
113.0,-4.74041224,0.4317829909999997,-2.6382745092502575e-16,0.0,84.79554454300501,4.760036213775976,
114.0,-5.65274191,0.3499050139999997,-3.247051115543443e-16,0.0,86.45790767747008,5.6635611252897045,
115.0,-6.77911997,0.6705512399999995,-3.740419571283056e-16,0.0,84.35100916478211,6.812202766588671,
116.0,-7.92393875,0.2612843219999995,-4.692022609111246e-16,0.0,88.1114106040402,7.928245380326882,
117.0,-8.99308872,0.6385989789999994,-5.115649559912525e-16,0.0,85.93824615792732,9.015733657433048,
118.0,-9.98556137,0.3862684669999994,-5.877871663868426e-16,0.0,87.7847490852098,9.993029530759667,
119.0,-11.0371075,0.43914642899999934,-6.489379551544202e-16,0.0,87.72150701727105,11.045840463842472,
120.0,-12.0266695,0.4604670409999993,-7.0822564098522985e-16,0.0,87.80737819416493,12.035481259927979,
121.0,-13.0247993,0.4886504409999992,-7.676177286904547e-16,0.0,87.85144610408258,13.033962408215315,
122.0,13.9552832,1.4218028800000009,9.415749624042661e-16,0.0,275.81737969912007,14.027524821641862,
123.0,12.9460878,1.777732850000001,9.015739915121101e-16,0.0,277.81885045757554,13.067575269011387,
124.0,11.5436106,1.5174840700000007,7.997613890488027e-16,0.0,277.4889681530148,11.642925044297765,
125.0,10.5926638,1.3343786000000006,7.303207149227383e-16,0.0,277.17984211322704,10.676380127551118,
126.0,9.5624752,1.5628572700000007,6.812301399417808e-16,0.0,279.2821543219515,9.689347490775985,
127.0,8.61643696,1.3638886200000004,6.111186887997725e-16,0.0,278.99467468980305,8.723713547189611,
128.0,7.64350367,1.2813727900000005,5.46491069476228e-16,0.0,279.51668973340804,7.750165455024548,
129.0,7.02291298,1.5903226100000005,5.274085697797782e-16,0.0,282.7593101345752,7.200724458589545,
130.0,5.63790131,1.6122812000000004,4.4394564020528117e-16,0.0,285.9590397995112,5.863905000012633,
131.0,4.71465778,1.8657623500000002,4.029345224624655e-16,0.0,291.59051560453537,5.0704109428321535,
132.0,3.57421803,1.7518634800000001,3.2612843366097007e-16,0.0,296.11127360022203,3.980459794864758,
133.0,2.44184303,1.5339404300000001,2.434465244195994e-16,0.0,302.1366116018545,2.883673113573757,
134.0,1.25610971,1.6318804,1.7683839220903563e-16,0.0,322.4133887511539,2.05933126122546,
135.0,0.31145405800000003,1.33567941,1.0085783646773396e-16,0.0,346.8742961573505,1.3715112527947466,
136.0,-0.3390591739999999,1.78134739,8.831468235861732e-17,0.0,10.77669050136285,1.8133283341230222,
137.0,-1.6672194,1.50680625,-9.822472534432229e-18,0.0,47.893229030637144,2.2472395517112593,
138.0,-3.0181284,1.5837063799999997,-8.783301677097405e-17,0.0,62.31259829185353,3.4084050429694037,
139.0,-3.82532835,1.4979590199999997,-1.4251027002091102e-16,0.0,68.6152027149626,4.10816482275396,
140.0,-4.90651226,1.7240755599999997,-1.9486804590720329e-16,0.0,70.6392819723875,5.200605646856876,
141.0,-5.8114171,1.3582434699999995,-2.72678241601345e-16,0.0,76.84497776437297,5.968031001425013,
142.0,-6.86036682,1.1129263599999994,-3.519292281314496e-16,0.0,80.78543811973248,6.950053092440356,
143.0,-7.49421072,1.1411027899999995,-3.8901566455560837e-16,0.0,81.34238144825508,7.580587701036688,
144.0,-9.05129623,1.4960253199999995,-4.626269168311305e-16,0.0,80.61483112215592,9.174096969254974,
145.0,-10.0277834,1.2964317799999994,-5.346410906831529e-16,0.0,82.63343450638388,10.11124004647845,
146.0,-10.976408,1.2683513199999994,-5.944470269551541e-16,0.0,83.40856316552674,11.049445581268307,
147.0,-11.9510651,1.3197491199999993,-6.509803542815552e-16,0.0,83.6983931605032,12.023713850727601,
148.0,-12.9438696,1.382392529999999,-7.079362943595509e-16,0.0,83.90397422852209,13.017479376930233,
149.0,-13.9356499,1.443319079999999,-7.649346476301415e-16,0.0,84.08694299968829,14.010193007309429,
150.0,-12.7148275,2.725864169999999,-6.116475984442393e-16,0.0,77.89982189223292,13.003736917826584,
151.0,-11.7294769,2.5682854699999993,-5.609611880562831e-16,0.0,77.64943426614502,12.00736101743621,
152.0,-10.7852631,2.4152548299999994,-5.125151918346188e-16,0.0,77.37742142505954,11.05239141679573,
153.0,-9.82426262,2.1945347799999997,-4.671860888810725e-16,0.0,77.40804373131584,10.066385594013322,
154.0,-8.84436131,2.4713268299999998,-3.902358138393858e-16,0.0,74.38836111236014,9.18314669830025,
155.0,-7.66075802,2.6196598999999994,-3.08678233842287e-16,0.0,71.12145036321687,8.096285038995498,
156.0,-6.75260878,2.6878886199999994,-2.488923266686859e-16,0.0,68.29487842677895,7.267906890519346,
157.0,-5.59297085,2.5934476899999996,-1.8366782184311773e-16,0.0,65.12295386220472,6.165005583916049,
158.0,-4.48204613,2.8243436799999997,-1.0150499996656123e-16,0.0,57.78308208912756,5.297702778960321,
159.0,-3.50288224,2.40165734,1.5,1.5,55.564560467184265,4.247133382186542,
160.0,-2.82979131,2.40713477,1.5,1.5,49.61416892653756,3.715106547475384,
161.0,-1.8178234099999997,2.61451912,1.5,1.5,34.81012493962265,3.18436684111451,
162.0,-0.4660015399999998,2.47261453,1.2286960876655e-16,0.0,10.673063994149231,2.5161438848463122,
163.0,0.5061066150000001,2.36298943,1.75681464397779e-16,0.0,347.91099843758604,2.4165808391275645,
164.0,1.3838537900000003,2.63114285,2.458476391881689e-16,0.0,332.2578020417301,2.972871340842635,
165.0,2.35719085,2.67141533,3.079133231254799e-16,0.0,318.5756147367135,3.562696811220782,
166.0,3.37246966,2.65158081,3.6886670629938044e-16,0.0,308.17595343845477,4.290038741034954,
167.0,4.36776114,2.5157663800000005,4.214944972105359e-16,0.0,299.9413117706884,5.040477939127639,
168.0,5.37166786,2.5502395600000005,4.8507692825223335e-16,0.0,295.39638021835094,5.946304517222942,
169.0,6.55763531,2.8466405900000002,5.758458189616797e-16,0.0,293.465452316259,7.148842109572315,
170.0,7.73496389,2.5777990800000006,6.314746080787927e-16,0.0,288.43146732311527,8.153202712827198,
171.0,8.59487152,2.5747356400000005,6.839411828113678e-16,0.0,286.67645498861157,8.972239411718421,
172.0,9.71556282,2.5130584200000006,7.487870929775669e-16,0.0,284.5024488882277,10.03531880568322,
173.0,10.6796265,2.6068675500000005,8.135631205111426e-16,0.0,283.7174961175972,10.993187918103885,
174.0,11.8147297,2.374063970000001,8.688130375863862e-16,0.0,281.3617664639369,12.050892814132663,
175.0,12.6721611,2.6763296100000007,9.398240009872194e-16,0.0,281.9254807381611,12.95169514487258,
176.0,14.202879,3.434854980000001,1.0799997231409752e-15,0.0,283.5954911862922,14.612323587378969,
177.0,12.8027344,3.855644940000001,1.0200315468856699e-15,0.0,286.760091128777,13.370714491764867,
178.0,11.902729,3.8452262900000007,9.642841519507063e-16,0.0,287.90326728353534,12.508426074800465,
179.0,10.9418821,3.794854640000001,9.023648739259101e-16,0.0,289.12752713159523,11.581265286186564,
180.0,9.5793972,3.3776722000000006,7.933916783520058e-16,0.0,289.4225266102529,10.157436694659765,
181.0,8.95586967,3.5911440800000003,7.682830113897664e-16,0.0,291.849905428435,9.64903712032164,
182.0,7.80011845,3.6388819200000007,7.004367594282945e-16,0.0,295.0098155121527,8.607166169055485,
183.0,6.93937731,4.00909996,6.704008822121526e-16,0.0,300.0163986586133,8.014227345154044,
184.0,5.72034454,3.7137639500000006,5.776725382543685e-16,0.0,302.99245250008505,6.8201454773800405,
185.0,4.57182789,3.7608234900000004,5.102277420463888e-16,0.0,309.440997185996,5.91991584219891,
186.0,3.70886469,3.4729168400000003,4.3975728814450406e-16,0.0,313.11830042776955,5.081026339853434,
187.0,3.0616569500000006,3.63589072,4.101065158101157e-16,0.0,319.9004364111513,4.753256210984784,
188.0,1.4672727600000002,3.6383779,3.126309369166785e-16,0.0,338.0369315418803,3.9230961109111804,
189.0,0.6018425230000002,3.36376905,2.428236759768075e-16,0.0,349.85602511185937,3.4171854857804997,
190.0,-0.27231249199999985,3.10018539,1.731572746465625e-16,0.0,5.019833659703295,3.1121220325798125,
191.0,-1.7996706999999998,3.30415392,1.5,1.5,28.575766712124675,3.7624789375476717,
192.0,-2.8130488399999996,3.66733146,1.5,1.5,37.49022857132786,4.621965362671066,
193.0,-3.4944360299999997,3.68236113,1.5,1.5,43.50004744957823,5.076501419235203,
194.0,-4.17857933,3.7160577799999994,1.5,1.5,48.352943828606044,5.591923697744969,
195.0,-5.58574247,3.7320699699999995,1.4999999999999996,1.4999999999999998,56.25144543994554,6.717802110968846,
196.0,-7.88068247,3.8239030799999996,-2.484060947405226e-16,0.0,64.11618540048539,8.759417272752724,
197.0,-9.10936451,3.7058093499999996,-3.308723265355082e-16,0.0,67.86286135833302,9.834304485554378,
198.0,-9.85402203,3.8146038099999995,-3.6980770959176025e-16,0.0,68.8380136888519,10.566596064721686,
199.0,-11.1608429,3.7041714199999993,-4.565894430137678e-16,0.0,71.63951396978871,11.759477035447844,
200.0,-11.9151115,3.594295499999999,-5.095030340347042e-16,0.0,73.21361297248188,12.445434592602723,
201.0,-13.0364408,3.676743509999999,-5.731161663593328e-16,0.0,74.24964599347715,13.545007625329404,
202.0,-13.9955435,3.858130689999999,-6.207375074700938e-16,0.0,74.5881447774255,14.517589685671384,
203.0,12.9848671,4.414196970000001,1.0653854060742611e-15,0.0,288.7754312287426,13.714660349225555,
204.0,11.7906876,4.835828780000001,1.0180805032869018e-15,0.0,292.3004799380793,12.743843771416458,
205.0,10.7402887,4.597813610000001,9.391878949468063e-16,0.0,293.1752982963781,11.68305145720282,
206.0,9.86215687,4.648685930000001,8.885328593975208e-16,0.0,295.23759835425136,10.90286288110917,
207.0,8.95887566,4.871910100000001,8.468913755338397e-16,0.0,298.5377104710024,10.197890032444088,
208.0,7.87073183,4.721065040000001,7.710251866179582e-16,0.0,300.9564011180785,9.178064864212137,
209.0,6.90506124,4.6630311,7.083413628211008e-16,0.0,304.0314032800805,8.332090360030762,
210.0,5.73365545,4.73937941,6.412884309328824e-16,0.0,309.57677826606096,7.438852197163662,
211.0,4.4213028,4.74097729,5.610278492555012e-16,0.0,316.99825503315196,6.482652552280092,
212.0,3.6661999200000004,4.71645594,5.132896333651402e-16,0.0,322.1413292603444,5.97377422467315,
213.0,2.5930407000000004,4.73222065,4.48542893259766e-16,0.0,331.2792720189314,5.396088616038743,
214.0,1.5612053900000002,4.88617468,3.947881682805969e-16,0.0,342.28054674000293,5.129528757423839,
215.0,0.7511183620000003,4.346313,3.121276500673317e-16,0.0,350.19513901833864,4.410738655565819,
216.0,-0.31179106199999973,4.66335869,2.6645666834517197e-16,0.0,3.8250894075633255,4.673770205940982,
217.0,-1.3619581499999998,4.411623,1.5000000000000002,1.5,17.15652581558396,4.617071311608736,
218.0,-2.8416871999999995,4.94579124,1.5000000000000002,1.5,29.880242913926224,5.704036915405139,
219.0,-3.8203654299999994,4.65408182,1.5000000000000002,1.5000000000000002,39.38131988271232,6.021268106137908,
220.0,-4.49657869,4.71289825,1.5,1.5,43.65443832932493,6.513879783217924,
221.0,-5.5591917,4.45267582,1.5,1.5,51.306758641171086,7.122565149955567,
222.0,-6.56512499,4.58365822,1.4999999999999998,1.5,55.0779121354708,8.00692130672558,
223.0,-7.57344294,4.600817679999999,1.4999999999999998,1.5,58.72158955982684,8.861408538716427,
224.0,-9.19309807,4.669558529999999,-2.7698691092387455e-16,0.0,63.072082366401446,10.311053728389425,
225.0,-10.1879015,4.658832069999999,-3.3855785898564904e-16,0.0,65.4258250291266,11.202591362276976,
226.0,-10.9246311,4.677562239999999,-3.8252264417260513e-16,0.0,66.82100772793126,11.883903112200175,
227.0,-11.8572721,4.612161159999999,-4.436350961069235e-16,0.0,68.74529816437882,12.722693591344992,
228.0,-12.8472462,4.533115389999999,-5.090936842079446e-16,0.0,70.56475119212377,13.623541025095836,
229.0,-12.9574499,5.515044689999999,-4.557158859192043e-16,0.0,66.94407094616827,14.082301865948876,
230.0,-11.7450562,5.900470729999999,-3.578776444089314e-16,0.0,63.32600284992725,13.14389211674933,
231.0,-10.778636,5.704482559999999,-3.1070228843392664e-16,0.0,62.11042788781981,12.195085702767331,
232.0,-9.87515259,5.918219569999999,1.4999999999999998,1.5,59.06556963897992,11.51277384275895,
233.0,-8.68097401,5.500371459999999,1.5,1.5000000000000002,57.64115223991746,10.276837838570676,
234.0,-7.76115942,5.397778509999999,1.4999999999999998,1.5,55.18192351946311,9.453655821198092,
235.0,-6.85389233,5.49658394,1.5,1.5,51.2715963147441,8.78568580594018,
236.0,-5.46011353,5.71567249,1.5,1.5,43.690034116942286,7.904539946981853,
237.0,-4.81253958,5.81486082,1.5,1.5,39.61209741270045,7.548055614861197,
238.0,-3.9581725599999995,5.71239233,1.4999999999999998,1.4999999999999998,34.71846731014904,6.949716263746296,
239.0,-2.8593058599999996,5.57912827,1.5000000000000002,1.5,27.135160944749543,6.26915482773743,
240.0,-1.5112212899999995,5.469069,1.5000000000000002,1.5,15.446619766390654,5.674020225035355,
241.0,-0.5385051969999997,5.74566555,3.188466129474226e-16,0.0,5.354332897100903,5.7708457317496205,
242.0,0.44060215400000036,5.7220788,3.7735537522412285e-16,0.0,355.596892460615,5.739016993485808,
243.0,1.4823300800000005,5.90725327,4.524814798305038e-16,0.0,345.913406835612,6.09039766041582,
244.0,2.6350956000000005,5.83997679,5.189485137477805e-16,0.0,335.7143042750359,6.406953857245896,
245.0,3.7701380300000005,5.87141705,5.903749783762452e-16,0.0,327.2947810952304,6.977641359390935,
246.0,4.34768629,5.64658546,6.119726454223158e-16,0.0,322.4049042505767,7.1264509703875305,
247.0,5.35713339,5.86148691,6.86942372062226e-16,0.0,317.5741029287059,7.940774959306821,
248.0,6.74693537,5.24800491,7.344782609932827e-16,0.0,307.87703930062895,8.547671754480348,
249.0,7.88802338,5.795042510000001,8.378461422355415e-16,0.0,306.30336507072764,9.787922687482453,
250.0,8.6834116,5.493475440000001,8.680839667704797e-16,0.0,302.3190911354633,10.275208485714426,
251.0,9.79506683,5.802862170000001,9.550976911588837e-16,0.0,300.6436460336376,11.384926155587632,
252.0,11.1121054,5.396642680000001,1.0108692747051008e-15,0.0,295.90373086245177,12.353244053134658,
253.0,11.9699602,5.441362860000001,1.0661360527174749e-15,0.0,294.44582662227356,13.148702482137598,
254.0,12.9651728,5.461077210000001,1.1282824047517692e-15,0.0,292.8413754687035,14.068371264202591,
255.0,12.92871,6.545183660000001,1.1924320768827469e-15,0.0,296.85089874089095,14.491065226795131,
256.0,11.8496838,6.4639573100000005,1.121387098304744e-15,0.0,298.6122983619817,13.498064685927567,
257.0,10.9357872,6.754407410000001,1.083212010271513e-15,0.0,301.70124235759124,12.853538856826425,
258.0,9.98615932,6.585941310000001,1.0147484995838668e-15,0.0,303.4051280974773,11.962357664908176,
259.0,8.70525742,6.688405510000001,9.425900017188885e-16,0.0,307.53571937301655,10.977990481625653,
260.0,7.65807104,6.397066120000001,8.606289367285511e-16,0.0,309.8732386653158,9.978402026243408,
261.0,6.74774551,6.69882107,8.233647360859386e-16,0.0,314.79153402908855,9.508221347633905,
262.0,5.68643045,6.60275936,7.524958482465385e-16,0.0,319.26430091350494,8.713892495822678,
263.0,4.21133232,6.91906834,6.815404770748294e-16,0.0,328.67296570981154,8.099927567766699,
264.0,3.7008853000000004,6.64564037,6.335419772030712e-16,0.0,330.88703883144734,7.606647614496798,
265.0,2.3935968900000004,6.96778917,5.7321957369808265e-16,0.0,341.0412169671233,7.367454919399708,
266.0,1.2127730800000005,6.90215731,4.968961763708541e-16,0.0,350.0343281687265,7.007895124469195,
267.0,0.5529539590000004,6.92531443,4.579118722876842e-16,0.0,355.43488489952045,6.9473547509206695,
268.0,-0.29727801699999956,6.85258675,4.013968928645571e-16,0.0,2.4840404412432235,6.859031956892096,
269.0,-1.4983932999999996,6.51031971,1.5000000000000002,1.5,12.961288036687336,6.680527315107646,
270.0,-2.6173820499999993,6.58761549,1.5000000000000002,1.5,21.668844137867893,7.088537694034655,
271.0,-3.6519899399999995,7.02534056,1.5,1.4999999999999998,27.466809944030842,7.917855802289046,
272.0,-4.74550581,7.12095451,1.5000000000000002,1.5,33.68005532014769,8.557325430660745,
273.0,-5.70972824,7.1487546,1.5,1.5,38.61444984781383,9.14908131484657,
