,Node,X,Y,Z,Imperfection,Theta,Radius
29,30.0,-14.8661623,1.999304289999999,0.016569470594526566,0.016569470594527354,82.3404256742727,14.999999972465123
30,31.0,-14.9916239,0.5012246369999991,0.0194562630528455,0.01945626305284639,88.08510650881095,15.000000443192894
31,32.0,-14.9916239,-0.5012246370000009,0.05100271072399724,0.05100271072399819,91.91489349118905,15.000000443192894
32,33.0,-14.8661623,-1.9993042900000009,0.16235927011805187,0.1623592701180529,97.6595743257273,14.999999972465123
33,34.0,-14.5913801,-3.4773023100000007,0.3691365156157439,0.369136515615745,103.40425540008897,15.000000152593577
34,35.0,-14.1700363,-4.920372960000001,0.47515536614158854,0.4751553661415897,109.14893659651756,14.999999960293895
35,36.0,-13.6063633,-6.314021590000001,0.20987450249261064,0.20987450249261186,114.89361820620044,14.99999969635243
36,37.0,-12.906024,-7.644249440000001,-0.0808797822483663,0.08087978224836503,120.63829661314622,15.00000016631721
37,38.0,-12.0760508,-8.8976965,-0.2425914781247996,0.2425914781247983,126.38297972831572,15.00000019767643
38,39.0,-11.1247816,-10.0617714,-0.30092919670489754,0.30092919670489626,132.12766080420582,15.000000311785213
39,40.0,-10.0617714,-11.1247816,-0.410517215585644,0.41051721558564275,137.87233919579415,15.000000311785213
40,41.0,-8.8976965,-12.0760508,-0.47446254194341625,0.474462541943415,143.61702027168428,15.00000019767643
41,42.0,-7.644249440000001,-12.906024,-0.2742610299419766,0.2742610299419753,149.36170338685378,15.00000016631721
42,43.0,-6.314021590000001,-13.6063633,-0.11624248532868978,0.11624248532868856,155.10638179379953,14.99999969635243
43,44.0,-4.920372960000001,-14.1700363,-0.11401799476074898,0.11401799476074781,160.85106340348244,14.999999960293895
44,45.0,-3.4773023100000007,-14.5913801,-0.2256514879360267,0.2256514879360256,166.59574459991103,15.000000152593577
45,46.0,-1.9993042900000009,-14.8661623,-0.2726057933114019,0.27260579331140083,172.34042567427267,14.999999972465123
46,47.0,-0.5012246370000009,-14.9916239,-0.16845170465675932,0.16845170465675838,178.08510650881092,15.000000443192894
47,48.0,1.0018894699999992,-14.9665031,-0.022681050762906423,0.02268105076290557,183.82978711640965,14.999999918413549
48,49.0,2.494940279999999,-14.7910538,-0.06875529385626525,0.0687552938562645,189.57446794542386,14.99999998384203
49,50.0,3.962930919999999,-14.4670372,-0.10693789898715482,0.10693789898715418,195.3191489677556,14.999999560762523
50,51.0,5.391116619999999,-13.9977093,-0.19933876010522888,0.19933876010522836,201.06382970055773,15.000000135258224
51,52.0,6.765151979999999,-13.3877821,-0.4561703860918433,0.4561703860918429,206.80851204641647,14.999999695652608
52,53.0,8.07123566,-12.643384,-0.47404478027709024,0.47404478027708996,212.55319280307566,15.000000135023718
53,54.0,9.29624844,-11.7719908,-0.3878823843653465,0.38788238436534633,218.29787260768623,15.0000000817829
54,55.0,10.427886,-10.7823553,-0.19904625912705529,0.19904625912705526,224.04255194061375,14.999999741481135
55,56.0,11.4547825,-9.68441772,-0.07916665556442506,0.07916665556442518,229.78723309292704,14.999999623258537
56,57.0,12.3666239,-8.48920631,-0.19576114754917737,0.19576114754917762,235.53191629394408,15.000000348593163
57,58.0,13.1542492,-7.208726409999999,-0.3455458642906322,0.3455458642906326,241.27659597763784,15.000000282331067
58,59.0,13.8097486,-5.855839249999999,-0.2625514745745869,0.2625514745745874,247.0212766119258,15.000000323901414
59,60.0,14.3265371,-4.444133759999999,-0.18110673226784704,0.18110673226784765,252.76595687111785,14.999999671814935
60,61.0,14.6994257,-2.987789869999999,-0.17260175874871528,0.172601758748716,258.5106380427874,15.000000140569837
61,62.0,14.9246674,-1.5014353999999992,-0.2280251657414529,0.22802516574145373,264.2553191178975,15.00000017536653
62,63.0,15.0,9.18485099360515e-16,-0.42060336786612385,0.4206033678661248,270.0,15.0
63,64.0,-13.797884,-2.348047490000001,0.15334556545122496,0.15334556545122596,99.65776021827418,13.996246993131813
64,65.0,13.8343353,-2.6339189999999992,-0.21727343745655128,0.21727343745655198,259.2204680528901,14.082839290831487
65,66.0,-14.0105152,0.5010418889999991,-0.005938376719131092,0.0059383767191302644,87.95186997511064,14.019471428836528
66,67.0,-13.8015108,2.383663649999999,-0.06402049111006347,0.06402049111006278,80.20109329158322,14.00583995192177
67,68.0,13.8054924,2.418154950000001,-0.3767011938626226,0.3767011938626236,279.93507938490296,14.015673147183023
68,69.0,-14.0251274,-0.4402714370000008,0.0034087418806179213,0.003408741880618807,91.79801675049364,14.032036114707973
69,70.0,-12.5882282,-0.4022706150000008,-0.06865344158663901,0.06865344158663822,91.83032649888477,12.594654058884178
70,71.0,-11.5985117,-0.4608528910000007,-0.09576000247914931,0.09576000247914858,92.27538184671994,11.607663806390153
71,72.0,-10.6735954,-0.4231906830000007,-0.17119936041322964,0.17119936041322897,92.27049515476381,10.68198151641722
72,73.0,-9.51186275,-0.6056985260000005,-0.20839569431231367,0.20839569431231306,93.64357399517246,9.531128143049813
73,74.0,-8.45841408,-0.8875685930000006,-0.21433158828812124,0.21433158828812066,95.99030821688959,8.50485430539655
74,75.0,-7.82979298,-0.6662024860000004,-0.23633523419227348,0.23633523419227295,94.86333114943679,7.858083981608357
75,76.0,-6.47360134,-0.7104225750000004,-0.2530414245021718,0.2530414245021714,96.26266290902717,6.512466087767324
76,77.0,-5.52493143,-0.6495922800000004,-0.2779688718857335,0.2779688718857331,96.70574879143953,5.562988175112135
77,78.0,-4.51922321,-0.4688991310000003,-0.3069451897422637,0.30694518974226337,95.92361788182009,4.5434837753485215
78,79.0,-3.46320367,-0.30696624500000025,-0.33876440435727445,0.33876440435727423,95.06525996895243,3.4767812608029955
79,80.0,-2.49545884,-0.4579978590000002,-0.2856767477623753,0.2856767477623751,100.39989907737979,2.5371395036502684
80,81.0,-1.59123135,-0.5520907640000001,-0.2116971698047633,0.21169716980476316,109.13463654094807,1.6842866207735923
81,82.0,-0.235012665,-0.17877057200000002,-0.4661547578711047,0.4661547578711047,127.25969809558475,0.29527930866149327
82,83.0,0.54200691,-0.24089540499999998,-0.4854761094903185,0.4854761094903185,246.0372069234085,0.5931290640643587
83,84.0,1.67844784,-0.3171379269999999,-0.26030892266869693,0.26030892266869704,259.3002664701357,1.708146251449952
84,85.0,2.93438697,-0.5459665059999997,-0.23570443124471974,0.23570443124471988,259.4601737341225,2.984745603125939
85,86.0,3.72172713,-0.5664981009999998,-0.22837781602649876,0.22837781602649895,261.3452265180618,3.7645946566150577
86,87.0,4.53895044,-0.6286357049999997,-0.21465873948606637,0.21465873948606662,262.1148090787981,4.582276066146282
87,88.0,5.60473442,-0.5072604419999996,-0.2409121868361558,0.24091218683615612,264.82849476965987,5.627642585910264
88,89.0,6.63966322,-0.6814099549999996,-0.2350605735579357,0.23506057355793605,264.14040962506976,6.6745372275382415
89,90.0,7.75628376,-0.6163784859999996,-0.2576430602477723,0.2576430602477727,265.45635191068413,7.780736482084674
90,91.0,8.8537178,-0.6855312589999994,-0.27279593794189194,0.27279593794189244,265.5724999671645,8.880218014728184
91,92.0,9.69973564,-0.2815685569999994,-0.34071225350498974,0.3407122535049903,268.3372576912648,9.703821532683774
92,93.0,11.3929634,-0.3685884769999993,-0.33024189873960985,0.3302418987396105,268.14699653370445,11.398924181654895
93,94.0,12.2221136,-0.4091356399999993,-0.3282145865085812,0.32821458650858193,268.08273789867303,12.228959596924964
94,95.0,13.1072226,-0.4223177129999992,-0.3527154172352322,0.352715417235233,268.1545553017584,13.114024421841844
95,96.0,14.0334311,-0.46908310099999917,-0.31011415904578454,0.3101141590457854,268.08553740728547,14.041268724516705
96,97.0,14.0337229,0.46881255500000085,-0.43802852445356927,0.43802852445357016,271.91331948342935,14.041551326178674
97,98.0,12.6500101,0.4269101020000008,-0.4719593821389725,0.47195938213897326,271.93287335092333,12.657211689992849
98,99.0,11.7754669,0.7773584720000006,-0.4337537615010396,0.4337537615010404,273.77690565701255,11.801097699239074
99,100.0,11.0819283,0.5047162770000007,-0.44997226273451,0.44997226273451074,272.6076818034507,11.093415766417918
100,101.0,10.3203754,0.5022387500000006,-0.43703601613516163,0.4370360161351623,272.78608822963565,10.332588841085602
101,102.0,9.0310564,0.34599098600000056,-0.475115194421023,0.47511519442102357,272.19399947119035,9.037681642012748
102,103.0,7.5464673,0.42374509600000043,-0.4389544928426337,0.4389544928426342,273.21386628768636,7.5583548882249065
103,104.0,6.8924551,0.47903862600000047,-0.4152864644175056,0.41528646441750605,273.97577126922897,6.9090820888679545
104,105.0,4.6183176,0.6524859070000003,-0.319197900380743,0.31919790038074336,278.04164810158665,4.6641821698239205
105,106.0,3.86775661,0.8137876990000003,-0.40456339391925883,0.4045633939192591,281.8818937474623,3.9524412219845098
106,107.0,2.59978127,0.5069404240000001,-0.3777128912977036,0.37771289129770375,281.03384969054446,2.6487452209165214
107,108.0,1.70745015,0.5593264700000001,-0.34751257292498655,0.3475125729249867,288.1377594716415,1.7967281694173116
108,109.0,0.47911700600000007,0.836483359,-0.41263861070537633,0.4126386107053764,330.1969843208572,0.9639800388609336
109,110.0,-1.44356811,0.6022863979999998,-0.46583330554062036,0.4658333055406203,67.35309578437443,1.564173198026608
110,111.0,-2.35211825,0.44161912799999986,-0.3635569491788276,0.36355694917882747,79.36629783933347,2.393217022377733
111,112.0,-3.68453526,0.7317186589999998,-0.3495288348719388,0.34952883487193864,78.76766664624165,3.7564893555169334
112,113.0,-4.74041224,0.4317829909999997,-0.27022907567518967,0.2702290756751894,84.79554454300501,4.760036213775976
113,114.0,-5.65274191,0.3499050139999997,-0.2308069333489384,0.23080693334893806,86.45790767747008,5.6635611252897045
114,115.0,-6.77911997,0.6705512399999995,-0.2208734294050847,0.22087342940508434,84.35100916478211,6.812202766588671
115,116.0,-7.92393875,0.2612843219999995,-0.1704439962262554,0.17044399622625492,88.1114106040402,7.928245380326882
116,117.0,-8.99308872,0.6385989789999994,-0.15589943600186204,0.15589943600186154,85.93824615792732,9.015733657433048
117,118.0,-9.98556137,0.3862684669999994,-0.13994134079711487,0.1399413407971143,87.7847490852098,9.993029530759667
118,119.0,-11.0371075,0.43914642899999934,-0.07588967920994212,0.07588967920994147,87.72150701727105,11.045840463842472
119,120.0,-12.0266695,0.4604670409999993,-0.006881286013120846,0.006881286013120137,87.80737819416493,12.035481259927979
120,121.0,-13.0247993,0.4886504409999992,-0.02524163941116832,0.025241639411167555,87.85144610408258,13.033962408215315
121,122.0,13.9552832,1.4218028800000009,-0.35633857390183454,0.3563385739018355,275.81737969912007,14.027524821641862
122,123.0,12.9460878,1.777732850000001,-0.329329431869874,0.3293294318698749,277.81885045757554,13.067575269011387
123,124.0,11.5436106,1.5174840700000007,-0.33762388892744477,0.33762388892744555,277.4889681530148,11.642925044297765
124,125.0,10.5926638,1.3343786000000006,-0.31292105529831854,0.31292105529831926,277.17984211322704,10.676380127551118
125,126.0,9.5624752,1.5628572700000007,-0.3279755511925324,0.3279755511925331,279.2821543219515,9.689347490775985
126,127.0,8.61643696,1.3638886200000004,-0.3289662140588652,0.32896621405886584,278.99467468980305,8.723713547189611
127,128.0,7.64350367,1.2813727900000005,-0.34145079723828575,0.3414507972382863,279.51668973340804,7.750165455024548
128,129.0,7.02291298,1.5903226100000005,-0.4248100176859895,0.4248100176859901,282.7593101345752,7.200724458589545
129,130.0,5.63790131,1.6122812000000004,-0.4131181124790769,0.41311811247907737,285.9590397995112,5.863905000012633
130,131.0,4.71465778,1.8657623500000002,-0.29876854129339064,0.29876854129339103,291.59051560453537,5.0704109428321535
131,132.0,3.57421803,1.7518634800000001,-0.3846510959145632,0.38465109591456353,296.11127360022203,3.980459794864758
132,133.0,2.44184303,1.5339404300000001,-0.4477783883803762,0.4477783883803764,302.1366116018545,2.883673113573757
133,134.0,1.25610971,1.6318804,-0.23155628536232245,0.23155628536232262,322.4133887511539,2.05933126122546
134,135.0,0.31145405800000003,1.33567941,-0.35189337963748024,0.35189337963748035,346.8742961573505,1.3715112527947466
135,136.0,-0.3390591739999999,1.78134739,-0.4300921360915882,0.4300921360915883,10.77669050136285,1.8133283341230222
136,137.0,-1.6672194,1.50680625,-0.3877068312894699,0.3877068312894699,47.893229030637144,2.2472395517112593
137,138.0,-3.0181284,1.5837063799999997,-0.3518368746226699,0.35183687462266977,62.31259829185353,3.4084050429694037
138,139.0,-3.82532835,1.4979590199999997,-0.4282791274605526,0.4282791274605524,68.6152027149626,4.10816482275396
139,140.0,-4.90651226,1.7240755599999997,-0.37230567485141164,0.3723056748514114,70.6392819723875,5.200605646856876
140,141.0,-5.8114171,1.3582434699999995,-0.3452912997420689,0.3452912997420686,76.84497776437297,5.968031001425013
141,142.0,-6.86036682,1.1129263599999994,-0.28547957862666656,0.28547957862666623,80.78543811973248,6.950053092440356
142,143.0,-7.49421072,1.1411027899999995,-0.26207791227720456,0.2620779122772042,81.34238144825508,7.580587701036688
143,144.0,-9.05129623,1.4960253199999995,-0.2583236459909057,0.25832364599090524,80.61483112215592,9.174096969254974
144,145.0,-10.0277834,1.2964317799999994,-0.22013405981334702,0.2201340598133465,82.63343450638388,10.11124004647845
145,146.0,-10.976408,1.2683513199999994,-0.18358944235633604,0.18358944235633545,83.40856316552674,11.049445581268307
146,147.0,-11.9510651,1.3197491199999993,-0.13066592836177085,0.1306659283617702,83.6983931605032,12.023713850727601
147,148.0,-12.9438696,1.382392529999999,-0.10781438342923813,0.10781438342923742,83.90397422852209,13.017479376930233
148,149.0,-13.9356499,1.443319079999999,-0.04639688850910201,0.046396888509101245,84.08694299968829,14.010193007309429
149,150.0,-12.7148275,2.725864169999999,-0.1426819650873325,0.14268196508733189,77.89982189223292,13.003736917826584
150,151.0,-11.7294769,2.5682854699999993,-0.1729903791339277,0.17299037913392715,77.64943426614502,12.00736101743621
151,152.0,-10.7852631,2.4152548299999994,-0.2653742903943146,0.2653742903943141,77.37742142505954,11.05239141679573
152,153.0,-9.82426262,2.1945347799999997,-0.2904199855517339,0.29041998555173343,77.40804373131584,10.066385594013322
153,154.0,-8.84436131,2.4713268299999998,-0.3223649832960402,0.3223649832960398,74.38836111236014,9.18314669830025
154,155.0,-7.66075802,2.6196598999999994,-0.3291922971481037,0.3291922971481034,71.12145036321687,8.096285038995498
155,156.0,-6.75260878,2.6878886199999994,-0.3967590053668565,0.39675900536685627,68.29487842677895,7.267906890519346
156,157.0,-5.59297085,2.5934476899999996,-0.4517633735541602,0.45176337355416,65.12295386220472,6.165005583916049
157,158.0,-4.48204613,2.8243436799999997,-0.3078754649079898,0.30787546490798967,57.78308208912756,5.297702778960321
158,159.0,-3.50288224,2.40165734,-0.3097727481411241,0.30977274814112404,55.564560467184265,4.247133382186542
159,160.0,-2.82979131,2.40713477,-0.3431332543821931,0.3431332543821931,49.61416892653756,3.715106547475384
160,161.0,-1.8178234099999997,2.61451912,-0.23931934823690226,0.23931934823690232,34.81012493962265,3.18436684111451
161,162.0,-0.4660015399999998,2.47261453,-0.4355720452672729,0.435572045267273,10.673063994149231,2.5161438848463122
162,163.0,0.5061066150000001,2.36298943,-0.28558211818061924,0.2855821181806194,347.91099843758604,2.4165808391275645
163,164.0,1.3838537900000003,2.63114285,-0.4809535645045702,0.48095356450457044,332.2578020417301,2.972871340842635
164,165.0,2.35719085,2.67141533,-0.19520274496395276,0.19520274496395307,318.5756147367135,3.562696811220782
165,166.0,3.37246966,2.65158081,-0.311038069298724,0.3110380692987244,308.17595343845477,4.290038741034954
166,167.0,4.36776114,2.5157663800000005,-0.4635303636530853,0.46353036365308575,299.9413117706884,5.040477939127639
167,168.0,5.37166786,2.5502395600000005,-0.47736103488758763,0.47736103488758813,295.39638021835094,5.946304517222942
168,169.0,6.55763531,2.8466405900000002,-0.37397986048959203,0.3739798604895926,293.465452316259,7.148842109572315
169,170.0,7.73496389,2.5777990800000006,-0.36557466300488856,0.36557466300488917,288.43146732311527,8.153202712827198
170,171.0,8.59487152,2.5747356400000005,-0.4163519443099333,0.41635194430993394,286.67645498861157,8.972239411718421
171,172.0,9.71556282,2.5130584200000006,-0.468904391248597,0.46890439124859773,284.5024488882277,10.03531880568322
172,173.0,10.6796265,2.6068675500000005,-0.4505592614921791,0.45055926149217995,283.7174961175972,10.993187918103885
173,174.0,11.8147297,2.374063970000001,-0.39867745888293726,0.39867745888293815,281.3617664639369,12.050892814132663
174,175.0,12.6721611,2.6763296100000007,-0.3946226210353682,0.39462262103536916,281.9254807381611,12.95169514487258
175,176.0,14.202879,3.434854980000001,-0.4580705190649089,0.45807051906491,283.5954911862922,14.612323587378969
176,177.0,12.8027344,3.855644940000001,-0.47956884287561213,0.47956884287561313,286.760091128777,13.370714491764867
177,178.0,11.902729,3.8452262900000007,-0.4444058945841936,0.44440589458419455,287.90326728353534,12.508426074800465
178,179.0,10.9418821,3.794854640000001,-0.4150001404762979,0.4150001404762988,289.12752713159523,11.581265286186564
179,180.0,9.5793972,3.3776722000000006,-0.42548728531336866,0.42548728531336943,289.4225266102529,10.157436694659765
180,181.0,8.95586967,3.5911440800000003,-0.39938889888587054,0.3993888988858713,291.849905428435,9.64903712032164
181,182.0,7.80011845,3.6388819200000007,-0.40174414230737926,0.40174414230738,295.0098155121527,8.607166169055485
182,183.0,6.93937731,4.00909996,-0.4513375516849102,0.45133755168491085,300.0163986586133,8.014227345154044
183,184.0,5.72034454,3.7137639500000006,-0.474277923167214,0.47427792316721457,302.99245250008505,6.8201454773800405
184,185.0,4.57182789,3.7608234900000004,-0.32477615121054,0.3247761512105405,309.440997185996,5.91991584219891
185,186.0,3.70886469,3.4729168400000003,-0.25370742723372247,0.2537074272337229,313.11830042776955,5.081026339853434
186,187.0,3.0616569500000006,3.63589072,-0.2185674024991602,0.21856740249916062,319.9004364111513,4.753256210984784
187,188.0,1.4672727600000002,3.6383779,-0.23252327275282372,0.23252327275282403,338.0369315418803,3.9230961109111804
188,189.0,0.6018425230000002,3.36376905,-0.37526952896339394,0.37526952896339416,349.85602511185937,3.4171854857804997
189,190.0,-0.27231249199999985,3.10018539,-0.48138240561985995,0.4813824056198601,5.019833659703295,3.1121220325798125
190,191.0,-1.7996706999999998,3.30415392,-0.12191374081600469,0.12191374081600478,28.575766712124675,3.7624789375476717
191,192.0,-2.8130488399999996,3.66733146,-0.3359927502484006,0.33599275024840064,37.49022857132786,4.621965362671066
192,193.0,-3.4944360299999997,3.68236113,-0.3800418058231674,0.3800418058231674,43.50004744957823,5.076501419235203
193,194.0,-4.17857933,3.7160577799999994,-0.31470718535711534,0.3147071853571153,48.352943828606044,5.591923697744969
194,195.0,-5.58574247,3.7320699699999995,-0.2675996895006715,0.26759968950067137,56.25144543994554,6.717802110968846
195,196.0,-7.88068247,3.8239030799999996,-0.4382568365533757,0.4382568365533755,64.11618540048539,8.759417272752724
196,197.0,-9.10936451,3.7058093499999996,-0.43175258239437586,0.43175258239437553,67.86286135833302,9.834304485554378
197,198.0,-9.85402203,3.8146038099999995,-0.4051856949235861,0.4051856949235857,68.8380136888519,10.566596064721686
198,199.0,-11.1608429,3.7041714199999993,-0.2777683729059423,0.27776837290594186,71.63951396978871,11.759477035447844
199,200.0,-11.9151115,3.594295499999999,-0.24618556870075325,0.24618556870075275,73.21361297248188,12.445434592602723
200,201.0,-13.0364408,3.676743509999999,-0.14516985293736673,0.14516985293736615,74.24964599347715,13.545007625329404
201,202.0,-13.9955435,3.858130689999999,-0.07821791162877367,0.07821791162877305,74.5881447774255,14.517589685671384
202,203.0,12.9848671,4.414196970000001,-0.4722227140383817,0.47222271403838273,288.7754312287426,13.714660349225555
203,204.0,11.7906876,4.835828780000001,-0.42405329087270804,0.42405329087270904,292.3004799380793,12.743843771416458
204,205.0,10.7402887,4.597813610000001,-0.4069944804217411,0.406994480421742,293.1752982963781,11.68305145720282
205,206.0,9.86215687,4.648685930000001,-0.4233707492759228,0.42337074927592366,295.23759835425136,10.90286288110917
206,207.0,8.95887566,4.871910100000001,-0.4723821244554363,0.47238212445543715,298.5377104710024,10.197890032444088
207,208.0,7.87073183,4.721065040000001,-0.4839707857397555,0.48397078573975627,300.9564011180785,9.178064864212137
208,209.0,6.90506124,4.6630311,-0.4797758018263204,0.4797758018263211,304.0314032800805,8.332090360030762
209,210.0,5.73365545,4.73937941,-0.38834434086681996,0.3883443408668206,309.57677826606096,7.438852197163662
210,211.0,4.4213028,4.74097729,-0.2706365804707556,0.27063658047075617,316.99825503315196,6.482652552280092
211,212.0,3.6661999200000004,4.71645594,-0.22726768562158933,0.22726768562158983,322.1413292603444,5.97377422467315
212,213.0,2.5930407000000004,4.73222065,-0.4368953544355453,0.4368953544355457,331.2792720189314,5.396088616038743
213,214.0,1.5612053900000002,4.88617468,-0.3494387930059388,0.34943879300593916,342.28054674000293,5.129528757423839
214,215.0,0.7511183620000003,4.346313,-0.36058505067982577,0.3605850506798261,350.19513901833864,4.410738655565819
215,216.0,-0.31179106199999973,4.66335869,-0.43441967759051114,0.4344196775905114,3.8250894075633255,4.673770205940982
216,217.0,-1.3619581499999998,4.411623,-0.3824094232862882,0.38240942328628835,17.15652581558396,4.617071311608736
217,218.0,-2.8416871999999995,4.94579124,-0.18758944626487714,0.18758944626487728,29.880242913926224,5.704036915405139
218,219.0,-3.8203654299999994,4.65408182,-0.3679155006608188,0.36791550066081885,39.38131988271232,6.021268106137908
219,220.0,-4.49657869,4.71289825,-0.3641252719183542,0.3641252719183542,43.65443832932493,6.513879783217924
220,221.0,-5.5591917,4.45267582,-0.2419757520457026,0.24197575204570254,51.306758641171086,7.122565149955567
221,222.0,-6.56512499,4.58365822,-0.22199314609410872,0.2219931460941086,55.0779121354708,8.00692130672558
222,223.0,-7.57344294,4.600817679999999,-0.29972055973521283,0.29972055973521267,58.72158955982684,8.861408538716427
223,224.0,-9.19309807,4.669558529999999,-0.4459101103392981,0.44591011033929784,63.072082366401446,10.311053728389425
224,225.0,-10.1879015,4.658832069999999,-0.4583825761067656,0.45838257610676525,65.4258250291266,11.202591362276976
225,226.0,-10.9246311,4.677562239999999,-0.3854000759151434,0.385400075915143,66.82100772793126,11.883903112200175
226,227.0,-11.8572721,4.612161159999999,-0.31238380808817207,0.3123838080881716,68.74529816437882,12.722693591344992
227,228.0,-12.8472462,4.533115389999999,-0.20404062847235405,0.20404062847235355,70.56475119212377,13.623541025095836
228,229.0,-12.9574499,5.515044689999999,-0.27818171068343306,0.2781817106834326,66.94407094616827,14.082301865948876
229,230.0,-11.7450562,5.900470729999999,-0.4693348998598846,0.46933489985988425,63.32600284992725,13.14389211674933
230,231.0,-10.778636,5.704482559999999,-0.4540067155712414,0.45400671557124106,62.11042788781981,12.195085702767331
231,232.0,-9.87515259,5.918219569999999,-0.30165554044911513,0.3016555404491149,59.06556963897992,11.51277384275895
232,233.0,-8.68097401,5.500371459999999,-0.2859961964919871,0.2859961964919869,57.64115223991746,10.276837838570676
233,234.0,-7.76115942,5.397778509999999,-0.21771464272369484,0.2177146427236947,55.18192351946311,9.453655821198092
234,235.0,-6.85389233,5.49658394,-0.1949647736134148,0.19496477361341472,51.2715963147441,8.78568580594018
235,236.0,-5.46011353,5.71567249,-0.34410010274993597,0.34410010274993597,43.690034116942286,7.904539946981853
236,237.0,-4.81253958,5.81486082,-0.3662479101310756,0.36624791013107566,39.61209741270045,7.548055614861197
237,238.0,-3.9581725599999995,5.71239233,-0.30774226796684767,0.3077422679668478,34.71846731014904,6.949716263746296
238,239.0,-2.8593058599999996,5.57912827,-0.16470789488806564,0.1647078948880658,27.135160944749543,6.26915482773743
239,240.0,-1.5112212899999995,5.469069,-0.4387855940632693,0.4387855940632695,15.446619766390654,5.674020225035355
240,241.0,-0.5385051969999997,5.74566555,-0.4724838772652949,0.4724838772652952,5.354332897100903,5.7708457317496205
241,242.0,0.44060215400000036,5.7220788,-0.2972422838080817,0.2972422838080821,355.596892460615,5.739016993485808
242,243.0,1.4823300800000005,5.90725327,-0.31806201151900004,0.3180620115190005,345.913406835612,6.09039766041582
243,244.0,2.6350956000000005,5.83997679,-0.3892180630665181,0.3892180630665186,335.7143042750359,6.406953857245896
244,245.0,3.7701380300000005,5.87141705,-0.32287800134490185,0.32287800134490247,327.2947810952304,6.977641359390935
245,246.0,4.34768629,5.64658546,-0.2067316692373224,0.206731669237323,322.4049042505767,7.1264509703875305
246,247.0,5.35713339,5.86148691,-0.30865187098766483,0.3086518709876655,317.5741029287059,7.940774959306821
247,248.0,6.74693537,5.24800491,-0.4511751831357525,0.4511751831357532,307.87703930062895,8.547671754480348
248,249.0,7.88802338,5.795042510000001,-0.4847279928928236,0.4847279928928244,306.30336507072764,9.787922687482453
